# generated by scripts/build_synonyms.py from WordNet — do not edit by hand
word	synonym	sense_rank
dredging	drag	1
dregs	settlings	0
drench	swamp	0
drenching	swamp	0
dress	clothes	2
dressed	garment	1
dresser	bureau	0
dressing	garment	1
dressmaker	seamstress	0
drew	draw	1
dribble	filter	0
dribbler	driveller	1
dried	dry	0
drier	wry	1
drift	impetus	0
drifter	floater	0
drifting	float	0
drill	exercise	2
drilling	bore	0
drink	drunkenness	1
drinkable	potable	0
drinker	juicer	1
drinking	booze	1
drip	dribble	0
dripping	dribble	1
drippy	drizzly	0
drive	motor	1
drivel	slobber	1
driven	motor	1
driving	motor	1
drizzle	mizzle	0
drizzly	drippy	0
drone	poke	2
drool	dribble	1
droop	swag	0
drooping	flagging	0
droopy	sagging	0
drop	sink	3
dropping	sink	3
droppings	dung	0
drove	drive	0
drown	overwhelm	0
drowsily	somnolently	0
drowsiness	sleepiness	0
drowsy	yawning	1
drudge	hacker	0
drudgery	plodding	0
druggist	apothecary	0
drugstore	pharmacy	0
drum	tympan	0
drumbeat	rataplan	0
drumhead	summary	1
drums	tympan	0
drunk	intoxicated	0
drunkard	rummy	0
drunken	boozy	0
drunkenness	intoxication	0
dry	ironic	1
dryer	drier	0
dryly	drily	0
dryness	xerotes	0
drywall	wallboard	0
dual	duple	0
dualistic	manichaean	0
duality	dichotomy	0
dub	nickname	0
dubbed	nickname	0
dubbing	nickname	0
dubious	doubtful	0
dubiously	questionably	0
dubiousness	incertitude	0
duckbill	paddlefish	0
ducking	douse	2
ducky	pet	0
duct	canal	0
dud	flop	0
dude	fellow	0
due	imputable	3
duet	span	0
dug	dig	0
dugout	pirogue	1
dull	muffled	2
duller	muted	2
dullness	obtuseness	0
duly	punctually	0
dumb	slow	0
dumbass	lunkhead	0
dumbbell	pinhead	1
dumbfound	bewilder	0
dumbly	densely	0
dumbness	denseness	0
dumbstruck	stupefied	0
dummy	dope	1
dump	ditch	1
dumper	tipper	0
dumpiness	squattiness	0
dumping	ditch	1
dumpy	stumpy	1
dunce	bonehead	0
dung	muck	0
dungeon	donjon	0
dunghill	muckheap	1
dunk	plunge	0
duo	duet	0
dupe	victim	0
duplicate	replicate	0
duplication	gemination	1
duplicator	copier	0
duplicitous	ambidextrous	0
duplicity	fraudulence	0
durability	lastingness	0
durable	lasting	0
duration	continuance	0
dusk	twilight	0
duskiness	dimness	0
dust	junk	1
dustbin	ashcan	0
duster	sandstorm	0
dusting	sprinkle	3
dusty	stale	1
dutiful	duteous	0
duty	obligation	0
duvet	eiderdown	0
dwarf	midget	0
dwarfism	nanism	0
dweeb	grind	0
dwell	brood	0
dwelled	brood	0
dweller	inhabitant	0
dwelling	abode	0
dwelt	brood	0
dwindling	tapering	0
dying	pass	0
dyke	butch	0
dynamic	active	2
dynamics	kinetics	0
dysfunction	disfunction	0
dysfunctional	nonadaptive	1
each	apiece	1
eagerly	thirstily	0
eagerness	keenness	0
ear	spike	4
earache	otalgia	0
eardrum	myringa	0
earflap	earlap	0
earful	upbraiding	1
early	betimes	2
earmark	reserve	0
earn	gain	0
earnest	solemn	0
earnestly	seriously	0
earnestness	seriousness	0
earning	gain	0
earnings	profit	0
earphone	headphone	0
earpiece	earphone	0
earshot	earreach	0
earsplitting	thundery	0
earth	world	0
earthbound	pedestrian	1
earthling	tellurian	0
earthquake	quake	0
earthworm	wiggler	0
earthy	vulgar	0
earwax	cerumen	0
ease	comfort	1
easement	easing	1
easier	easy	0
easiest	easy	0
easily	easy	0
easiness	simpleness	1
easing	ease	0
east	orient	1
eastbound	eastward	0
easternmost	eastmost	0
easy	leisurely	1
easygoing	leisurely	0
eat	feed	2
eatable	comestible	0
eaten	feed	2
eater	feeder	0
eatery	restaurant	0
eating	feed	2
eats	feed	2
ebony	sable	0
eccentric	bizarre	0
echo	replication	0
echogram	sonogram	0
eclipse	occultation	0
ecologic	bionomic	1
ecological	bionomical	1
ecology	bionomics	1
economical	sparing	2
economize	conserve	0
economy	saving	3
ecstasy	rapture	0
ecstatic	enraptured	0
ecstatically	rapturously	0
edema	oedema	0
edge	border	0
edged	inch	0
edginess	inquietude	0
edging	inch	0
edgy	jumpy	0
edibility	edibleness	0
edible	eatable	0
edibleness	edibility	0
edibles	eatable	0
edict	fiat	1
edification	sophistication	0
edifice	building	0
edit	redact	0
editing	redaction	0
edition	version	3
educate	develop	1
educated	enlightened	1
education	teaching	0
educator	pedagogue	0
eerie	eery	1
eerily	spookily	0
eeriness	ghostliness	0
effect	result	0
effective	efficient	1
effectively	efficaciously	0
effectiveness	effectualness	0
effects	result	1
effectual	efficacious	0
effeminateness	womanishness	0
effervescence	bubbliness	1
effervescent	sparkling	0
efficient	effective	1
efficiently	expeditiously	0
effigy	simulacrum	0
efflorescent	abloom	0
effort	attempt	0
effortless	casual	1
egg	nut	2
eggbeater	whirlybird	0
eggplant	aubergine	0
eggshell	shell	0
ego	self	1
egocentric	egoistical	0
egocentrism	egoism	0
egoism	egocentrism	1
egoist	egotist	0
egoistic	egocentric	0
egoistical	egocentric	0
egotist	egoist	0
egotistic	narcissistic	0
egotistical	narcissistic	0
egotistically	selfishly	0
eight	octad	0
eighteen	xviii	0
eighty	fourscore	0
ejaculate	blunder	0
eject	exclude	0
ejection	expulsion	0
ejector	ouster	0
elaborate	detailed	1
elaborately	intricately	0
elaborateness	involution	0
elaboration	amplification	0
elapse	lapse	0
elastic	flexible	1
elasticity	snap	0
elate	uplift	0
elated	gleeful	1
elation	lightness	1
elbow	cubitus	0
elder	senior	0
elderly	aged	0
eldest	firstborn	0
electric	galvanic	2
electrician	lineman	0
electrify	wire	2
electrocute	fry	1
electrocution	burning	0
electron	negatron	0
electronegative	negative	0
electroshock	ect	0
electrostatic	static	0
electrotherapy	galvanism	0
elegant	refined	1
element	factor	0
elemental	primary	2
elementary	uncomplicated	0
elevate	upgrade	0
elevated	upgrade	0
elevating	upgrade	0
elevation	raising	0
elevator	lift	0
elf	brownie	0
elfish	elvish	0
elflike	elfin	0
elicit	arouse	0
eliminate	extinguish	0
elimination	riddance	0
elk	moose	0
ellipse	oval	0
ellipsis	eclipsis	0
elliptic	oviform	1
elliptical	oviform	0
elongate	stretch	0
elongated	prolonged	0
elongation	extension	1
eloquence	smoothness	0
eloquent	fluent	0
eloquently	articulately	0
elude	evade	0
elusive	subtle	2
elves	brownie	1
emaciate	macerate	0
emaciation	maceration	0
emanate	exhale	1
emancipate	liberate	0
emancipationist	abolitionist	0
emancipator	manumitter	0
emasculate	castrate	0
emasculated	gelded	0
emasculation	castration	1
embark	ship	0
embarrass	blockade	1
embarrassed	chagrined	0
embarrassing	awkward	0
embarrassment	plethora	3
embed	imbed	0
embellish	embroider	0
embellishment	embroidery	0
ember	coal	0
embezzle	peculate	0
embezzlement	misapplication	0
embezzler	peculator	0
embitter	acerbate	0
emblem	allegory	1
emblematic	symbolical	0
embodiment	incarnation	0
embody	incarnate	0
embolism	intercalation	0
emboss	stamp	0
embossing	stamp	0
embossment	relievo	1
embrace	comprehend	0
embracing	comprehend	0
embroider	dramatize	1
embroidery	embellishment	0
embroil	tangle	0
embryo	conceptus	1
emcee	host	0
emerge	issue	1
emergence	outgrowth	0
emergency	pinch	0
emersion	egress	0
emigrant	outgoer	0
emigration	expatriation	0
eminence	distinction	0
eminent	soaring	1
emissary	envoy	0
emission	emanation	0
emit	breathe	0
emotional	excited	3
emotionless	passionless	0
empathize	sympathize	0
emphases	vehemence	1
emphasis	accent	0
emphasize	accentuate	0
emphatic	exclamatory	1
emphatically	unquestionably	0
empire	imperium	0
employ	apply	0
employed	utilize	0
employment	engagement	2
empower	authorize	0
empowerment	authorisation	0
emptier	vacuous	1
emptiness	vacancy	2
empty	hollow	1
emulator	imitator	0
enact	ordain	0
enactment	passage	0
enamor	becharm	0
enamored	enchant	0
encamp	bivouac	0
encampment	campground	0
encapsulate	capsulize	1
encase	incase	0
encasement	incasement	0
encephalitis	cephalitis	0
enchant	ravish	0
enchanting	bewitching	0
enchantingly	bewitchingly	0
enchantment	fascination	0
enchantress	temptress	0
encircle	circle	0
encirclement	blockade	0
enclose	envelop	0
enclosure	inclosure	1
encompass	comprehend	0
encounter	skirmish	0
encourage	promote	0
encouragement	boost	1
encouraging	supporting	1
encroach	infringe	0
encroachment	usurpation	1
encrust	incrust	0
encrypt	inscribe	0
encryption	encoding	0
encumber	cumber	0
encumbrance	incumbrance	0
encyclopedia	cyclopaedia	0
end	terminal	0
endanger	jeopardize	0
endangerment	jeopardy	0
endearing	adorable	0
endearingly	adorably	0
endeavor	enterprise	0
ended	cease	0
ending	termination	0
endless	eternal	0
endlessly	infinitely	0
endorse	support	0
endorsed	indorse	0
endorsement	indorsement	0
endorser	indorser	0
endow	empower	0
endowment	talent	0
endpoint	terminus	0
endurable	supportable	0
endurance	survival	1
endure	digest	0
enduring	abiding	0
enduringness	lastingness	0
enema	clyster	0
enemy	foe	1
energetic	industrious	1
energize	stimulate	0
energizer	animator	0
energy	zip	1
enforce	implement	0
enforced	implement	0
enfranchisement	certification	2
engage	pursue	0
engaged	pursue	0
engagement	conflict	0
engaging	prosecute	0
engagingly	winsomely	0
engine	locomotive	2
engineer	technologist	0
engineering	technology	0
engorge	satiate	0
engrave	inscribe	0
engraved	inscribe	0
engraving	etching	2
engross	engulf	0
engrossed	enwrapped	0
engrossing	engulf	0
engrossment	immersion	0
engulf	immerse	0
enhance	heighten	0
enhancement	sweetening	0
enhancer	foil	0
enigma	mystery	0
enigmatic	puzzling	0
enigmatically	cryptically	0
enjoy	relish	0
enjoyable	gratifying	0
enjoyably	agreeably	0
enjoying	relish	0
enjoyment	delectation	1
enlarge	magnify	1
enlarged	magnify	1
enlargement	expansion	0
enlarging	magnify	1
enlighten	edify	0
enlightened	educated	1
enlightening	illuminating	0
enlightenment	nirvana	1
enlist	engage	1
enlisted	engage	1
enlistment	hitch	0
enmesh	ensnarl	0
enormity	outrageousness	0
enormous	tremendous	0
enormously	tremendously	0
enormousness	sizeableness	0
enough	plenty	0
enquire	inquire	0
enquirer	inquirer	0
enquiry	query	0
enraged	furious	0
enragement	infuriation	0
enrapture	enthrall	0
enraptured	rapturous	0
enroll	recruit	0
enrolled	recruit	0
enrollment	registration	0
enshrine	shrine	0
enshroud	shroud	0
enslavement	captivity	0
ensnare	entrap	0
ensnaring	entrap	0
ensnarl	enmesh	0
ensue	result	0
ensure	assure	0
entail	imply	0
entangle	mire	0
entangled	snarl	1
entanglement	web	0
entangling	mire	0
enter	participate	1
entering	participate	1
enterprise	endeavor	0
enterpriser	entrepreneur	0
entertain	harbor	2
entertainment	amusement	0
enthrall	enrapture	0
enthralling	captivating	0
enthrallingly	captivatingly	0
enthrallment	captivation	0
enthusiasm	exuberance	1
enthusiast	partisan	0
entice	tempt	0
enticement	temptation	0
enticing	alluring	0
entire	total	0
entirely	totally	0
entireness	integrality	0
entirety	totality	0
entitle	title	1
entomb	inter	0
entombment	inhumation	0
entomologist	bugologist	0
entomology	bugology	0
entourage	suite	0
entrails	innards	0
entrance	entering	1
entranced	captivate	0
entranceway	entryway	0
entrancing	captivate	0
entrap	ensnare	0
entree	admittance	1
entrench	intrench	0
entrenched	intrench	0
entrenchment	intrenchment	0
entrepreneur	enterpriser	0
entrust	confide	0
entry	debut	1
entryway	entranceway	0
entwine	knit	0
enumerate	itemise	0
enumeration	numbering	0
enunciate	articulate	0
enunciation	diction	0
envelop	enclose	0
envelope	gasbag	5
envelopment	enclosing	0
envied	envy	0
envious	jealous	0
enviously	jealously	0
enviousness	envy	0
environment	surroundings	1
environmentalist	conservationist	0
envision	visualize	0
envoy	emissary	1
envy	begrudge	1
envying	begrudge	1
epic	heroic	0
epidermal	cuticular	0
epidermis	cuticle	0
epigram	quip	0
epinephrine	adrenaline	0
episcopal	pontifical	1
episode	sequence	3
episodic	occasional	1
epitome	paradigm	0
epitomize	typify	0
equal	adequate	1
equaling	rival	1
equalitarianism	egalitarianism	0
equality	equation	1
equalization	equalisation	0
equalize	match	1
equalizer	counterweight	1
equalizing	match	1
equally	evenly	1
equate	liken	0
equation	equality	1
equilibrium	counterbalance	2
equip	outfit	0
equitable	just	0
equity	fairness	2
equivalence	equality	0
equivocal	ambiguous	0
equivocally	ambiguously	0
equivocate	prevaricate	0
equivocator	tergiversator	0
era	epoch	0
eradicate	annihilate	0
eradication	obliteration	0
eradicator	terminator	0
erasable	effaceable	0
erase	delete	2
erased	delete	2
erasure	expunging	2
erect	upright	0
erectile	cavernous	1
erecting	rear	0
erectness	uprightness	0
ergonomics	bioengineering	0
erode	gnaw	0
eroded	gnaw	0
eroding	erosion	0
erosion	eroding	0
erosive	mordant	1
eroticism	sexiness	1
erratic	fickle	0
erratically	unpredictably	0
erring	slip	0
erroneously	mistakenly	0
error	fault	0
erupt	flare	1
eruption	eructation	2
eruptive	igneous	1
escalate	intensify	0
escalating	intensify	0
escapade	adventure	0
escape	miss	1
escapist	dreamer	0
escargot	snail	0
eskimo	inuit	0
esophagi	oesophagus	0
esophagus	gorge	0
especially	particularly	0
essayist	litterateur	0
essential	indispensable	0
essentially	fundamentally	0
establish	launch	0
established	launch	0
establishment	constitution	0
estate	land	1
esteem	regard	0
esteemed	prestigious	0
estimate	idea	0
estimation	appraisal	0
estimator	reckoner	0
estrange	disaffect	1
estranged	alienated	0
estrangement	alienation	0
estrogen	oestrogen	0
etch	engrave	2
etching	engraving	2
eternal	perpetual	0
eternalize	immortalise	0
eternally	evermore	0
eternity	infinity	0
ether	quintessence	0
ethical	honorable	2
ethics	morals	0
ethnic	cultural	0
ethnical	cultural	0
eulogy	paean	1
euphemistic	inoffensive	0
eureka	constantan	0
evacuate	void	4
evacuation	emptying	0
evade	hedge	0
evaluate	assess	0
evaluation	rating	0
evaluative	appraising	0
evaluator	judge	0
evangelist	revivalist	0
evaporate	vaporize	0
evaporation	vaporization	0
evasion	nonpayment	1
evasiveness	equivocation	0
even	still	2
evenhandedly	fairly	0
evenly	equally	0
evenness	invariability	1
event	case	1
eventful	consequential	1
eventuality	contingency	0
eventually	finally	0
ever	always	1
everlasting	perpetual	0
everlastingly	evermore	0
evermore	forevermore	0
everyday	routine	0
everydayness	commonplaceness	0
everyplace	everywhere	0
everywhere	everyplace	0
eviction	dispossession	1
evidence	grounds	0
evident	patent	0
evidently	plainly	0
evil	vicious	1
evildoer	sinner	0
evildoing	transgression	0
evocative	resonant	0
evoke	kindle	0
evolution	development	0
evolve	develop	0
exacerbate	exasperate	0
exacerbation	aggravation	0
exact	precise	1
exacting	fastidious	0
exactitude	exactness	0
exactly	precisely	0
exactness	exactitude	0
exaggerate	magnify	0
exaggerated	magnify	0
exaggeratedly	hyperbolically	0
exaggerating	magnify	0
exaggeration	hyperbole	0
exalt	laud	0
exaltation	raptus	0
exalted	sublime	0
exam	test	0
examination	scrutiny	0
examine	analyze	0
examinee	testee	0
examiner	tester	0
examining	analyze	0
example	instance	0
exasperate	exacerbate	0
exasperating	infuriating	0
exasperation	aggravation	0
excavate	unearth	0
excavation	digging	0
excavator	digger	1
exceed	surpass	0
exceeding	transcend	0
exceedingly	extremely	0
excel	surpass	0
excellent	splendid	0
excellently	splendidly	0
except	exclude	1
excepting	demur	0
exception	exclusion	0
exceptionable	objectionable	0
exceptional	exceeding	0
excerpt	extract	0
excess	surplus	0
excessive	unreasonable	0
excessively	overly	0
excessiveness	inordinateness	0
exchange	interchange	2
exchangeability	fungibility	0
exchangeable	standardised	2
excitability	irritability	0
excitable	irritable	1
excitableness	excitability	0
excitation	fervour	0
excite	stimulate	1
excited	emotional	0
excitement	exhilaration	0
exclaim	outcry	0
exclaiming	outcry	0
exclamation	exclaiming	0
exclamatory	emphatic	0
exclude	omit	0
excluding	omit	0
exclusion	censure	1
exclusive	sole	0
exclusively	solely	0
exclusiveness	clannishness	0
excommunicate	unchurch	0
excommunication	exclusion	0
excrement	excretion	0
excrete	egest	0
excretes	egest	0
excretion	voiding	0
excruciate	torment	0
excruciating	agonizing	0
excruciatingly	agonizingly	0
excursion	outing	0
excusable	forgivable	1
excusably	forgivably	0
excusatory	apologetic	0
excuse	pardon	0
excuser	forgiver	0
excusing	exempt	1
executable	practicable	0
execute	fulfill	2
executed	fulfill	2
execution	performance	1
executive	administrator	2
exemplary	model	0
exemplify	represent	0
exempt	nontaxable	1
exemption	freedom	0
exercise	workout	0
exert	wield	1
exertion	travail	0
exfoliation	scurf	1
exhalation	halitus	0
exhale	expire	0
exhaust	fumes	0
exhausted	beat	0
exhausting	tiring	1
exhaustion	enervation	1
exhaustive	thorough	0
exhaustively	thoroughly	0
exhibit	display	1
exhibition	exposition	1
exhibitioner	shower	0
exhibitionism	immodesty	1
exhibitionist	flasher	0
exhibitor	shower	0
exhilarate	inebriate	0
exhilarated	gladdened	0
exhilarating	stimulating	0
exhilaration	excitement	0
exhortation	incitement	1
exhumation	disinterment	0
exhume	disinter	0
exile	expat	0
exist	survive	1
existence	creation	1
existent	actual	2
existential	experiential	0
exit	issue	0
exobiology	astrobiology	0
exodus	hegira	0
exonerate	acquit	0
exoneration	vindication	1
exorbitantly	extortionately	0
exorcism	dispossession	0
exotic	alien	0
expand	thrive	3
expandable	expandible	0
expanded	flourish	3
expanding	flourish	3
expanse	sweep	0
expansible	expandible	0
expansion	enlargement	0
expansive	heroic	1
expansively	ebulliently	1
expansiveness	effusiveness	1
expatriate	exile	0
expect	anticipate	0
expectancy	anticipation	0
expectant	anticipant	0
expectation	outlook	0
expedience	opportunism	1
expediently	inadvisably	0
expedite	hasten	0
expedited	hasten	0
expedition	excursion	3
expeditiously	efficiently	0
expeditiousness	despatch	0
expel	oust	1
expend	use	0
expendable	spendable	1
expenditure	outlay	0
expense	disbursement	0
expenses	disbursement	0
experienced	receive	2
experiential	existential	1
experimental	observational	1
expiration	termination	0
