# generated by scripts/build_vocab.py — do not edit by hand
word	class	concreteness	frequency	pos
compromising	abstract	1.83	75.0	Verb
compulsion	abstract	1.79	63.0	Noun
compulsive	abstract	1.93	98.0	Adjective
compulsory	abstract	1.96	37.0	Adjective
concede	abstract	1.96	53.0	Verb
conceited	abstract	1.62	94.0	Adjective
conceivable	abstract	1.69	61.0	Adjective
conceivably	abstract	1.75	29.0	Adverb
concept	abstract	1.41	553.0	Noun
conceptual	abstract	1.26	12.0	Adjective
conceptualize	abstract	1.85	3.0	Verb
conceptually	abstract	1.37	6.0	Adverb
concern	abstract	1.70	1332.0	Noun
concerned	abstract	1.86	2261.0	Adjective
concerning	abstract	1.55	250.0	Preposition
conciliation	abstract	1.96	4.0	Noun
concise	abstract	1.88	22.0	Adjective
concisely	abstract	1.79	3.0	Adverb
conclude	abstract	1.78	127.0	Verb
conclusive	abstract	1.52	61.0	Adjective
conclusively	abstract	1.90	19.0	Adverb
concurrently	abstract	1.60	7.0	Adverb
condemn	abstract	1.96	121.0	Verb
condescend	abstract	1.50	16.0	Verb
condescendingly	abstract	2.00	2.0	Adverb
condone	abstract	1.79	59.0	Verb
confide	abstract	1.81	97.0	Verb
confidentially	abstract	1.90	55.0	Adverb
confirmed	abstract	1.96	689.0	Verb
conflicting	abstract	2.00	37.0	Adjective
conform	abstract	1.83	44.0	Verb
conformist	abstract	1.93	6.0	Noun
conformity	abstract	1.79	19.0	Noun
confounded	abstract	1.81	54.0	Adjective
confounding	abstract	1.54	8.0	Verb
confuser	abstract	1.69	1.0	#N/A
confusing	abstract	1.84	502.0	Adjective
congeniality	abstract	2.00	25.0	Name
congruity	abstract	1.68	1.0	Noun
conjecture	abstract	1.75	42.0	Noun
conjugate	abstract	2.00	10.0	Verb
connectedness	abstract	1.85	2.0	Noun
conscience	abstract	1.96	709.0	Noun
conscientious	abstract	1.88	62.0	Adjective
conscientiously	abstract	1.56	4.0	Adverb
consecrate	abstract	1.77	8.0	Verb
consenting	abstract	1.72	24.0	Adjective
consequent	abstract	1.83	5.0	Adjective
consequential	abstract	1.86	2.0	Adjective
consequently	abstract	1.69	50.0	Adverb
conservative	abstract	1.96	192.0	Adjective
conservatively	abstract	1.63	10.0	Adverb
conserve	abstract	1.96	44.0	Verb
consider	abstract	1.68	2676.0	Verb
considerably	abstract	1.62	83.0	Adverb
considerate	abstract	1.92	175.0	Adjective
consideration	abstract	1.86	334.0	Noun
considered	abstract	1.97	1182.0	Verb
considering	abstract	1.75	973.0	Conjunction
consign	abstract	2.00	10.0	Verb
conspicuous	abstract	1.89	75.0	Adjective
conspicuously	abstract	1.86	3.0	Adverb
conspiracy	abstract	1.76	526.0	Noun
conspiratorial	abstract	1.76	6.0	Adjective
constancy	abstract	1.83	10.0	Noun
constitutional	abstract	1.93	112.0	Adjective
constitutionally	abstract	1.86	10.0	Adverb
constructive	abstract	1.90	111.0	Adjective
constructively	abstract	2.00	7.0	Adverb
construe	abstract	1.88	15.0	Verb
contemplate	abstract	1.71	63.0	Verb
contemplation	abstract	1.83	12.0	Noun
contemplative	abstract	1.78	5.0	Adjective
contemporary	abstract	1.96	99.0	Adjective
contempt	abstract	1.82	256.0	Noun
contemptuous	abstract	1.69	12.0	Adjective
contemptuously	abstract	1.82	3.0	Adverb
contending	abstract	1.67	4.0	Adjective
contentedly	abstract	1.96	5.0	Adverb
contention	abstract	1.75	41.0	Noun
contentious	abstract	1.78	9.0	Adjective
contently	abstract	1.96	2.0	Adverb
contestation	abstract	1.68	2.0	Noun
continually	abstract	1.76	55.0	Adverb
contractual	abstract	2.00	10.0	Adjective
contrary	abstract	1.56	454.0	Noun
contrive	abstract	1.96	5.0	Verb
control	abstract	1.93	6662.0	Noun
controllable	abstract	1.72	8.0	Adjective
controversial	abstract	1.53	109.0	Adjective
conundrum	abstract	1.93	25.0	Noun
convenient	abstract	1.85	436.0	Adjective
conveniently	abstract	1.67	76.0	Adverb
conventional	abstract	1.50	155.0	Adjective
conventionality	abstract	1.96	4.0	Noun
conventionally	abstract	1.65	6.0	Adverb
conversely	abstract	1.70	8.0	Adverb
convey	abstract	1.72	136.0	Verb
convince	abstract	1.85	955.0	Verb
convincing	abstract	1.85	353.0	Adjective
convincingly	abstract	1.65	11.0	Adverb
convoluted	abstract	1.82	14.0	Adjective
coolly	abstract	1.86	6.0	Adverb
cooperate	abstract	1.87	528.0	Verb
cope	abstract	1.78	166.0	Verb
coping	abstract	1.67	53.0	Verb
copiously	abstract	1.58	9.0	Adverb
copout	abstract	1.70	1.0	Noun
cordiality	abstract	1.44	2.0	Noun
cordially	abstract	1.71	19.0	Adverb
correlate	abstract	1.63	19.0	Verb
correlated	abstract	1.90	3.0	Verb
corroborate	abstract	1.76	56.0	Verb
corroboration	abstract	1.92	16.0	Noun
corroborative	abstract	2.00	2.0	Adjective
corruptly	abstract	1.79	1.0	Adverb
cosmically	abstract	1.96	9.0	Adverb
cosmological	abstract	1.77	4.0	Adjective
costless	abstract	2.00	0.0	#N/A
counterculture	abstract	1.97	9.0	Noun
counterintuitive	abstract	1.76	3.0	Adjective
countless	abstract	1.72	121.0	Adjective
courage	abstract	1.52	1207.0	Noun
courageous	abstract	2.00	161.0	Adjective
courageously	abstract	1.76	11.0	Adverb
coursed	abstract	2.00	2.0	Verb
coursing	abstract	1.96	24.0	Verb
courteous	abstract	1.97	62.0	Adjective
courtesy	abstract	1.77	414.0	Noun
courtly	abstract	1.64	9.0	Adjective
covert	abstract	1.72	148.0	Adjective
covertly	abstract	1.74	18.0	Adverb
covet	abstract	1.93	48.0	Verb
covetable	abstract	1.81	0.0	#N/A
coveted	abstract	1.89	39.0	Adjective
cowardly	abstract	1.96	118.0	Adjective
coy	abstract	1.89	88.0	Adjective
coyly	abstract	1.92	3.0	Adverb
crankily	abstract	1.96	0.0	#N/A
crankiness	abstract	1.90	5.0	Noun
crappy	abstract	1.67	253.0	Adjective
crapshoot	abstract	2.00	0.0	#N/A
cravingly	abstract	1.46	0.0	#N/A
crazily	abstract	1.85	5.0	Adverb
creationism	abstract	1.69	16.0	Noun
creative	abstract	1.93	548.0	Adjective
creatively	abstract	2.00	24.0	Adverb
creativity	abstract	1.80	96.0	Noun
credence	abstract	1.92	21.0	Noun
credible	abstract	1.72	84.0	Adjective
credibly	abstract	1.41	4.0	Adverb
crimeless	abstract	1.96	0.0	#N/A
criminality	abstract	1.87	6.0	Noun
criminally	abstract	1.86	37.0	Adverb
criminological	abstract	2.00	3.0	Adjective
critically	abstract	1.93	36.0	Adverb
crossly	abstract	1.92	3.0	Adverb
crossness	abstract	1.78	1.0	Noun
crucially	abstract	1.76	2.0	Adverb
crude	abstract	1.96	155.0	Adjective
crudeness	abstract	1.85	2.0	Noun
cruelly	abstract	1.70	24.0	Adverb
crummiest	abstract	1.79	3.0	Adjective
culmination	abstract	1.96	21.0	Noun
culpability	abstract	2.00	6.0	Noun
culpable	abstract	1.61	10.0	Adjective
culpably	abstract	1.35	0.0	#N/A
cultish	abstract	1.73	1.0	Adjective
cultism	abstract	1.75	0.0	#N/A
culturally	abstract	1.79	31.0	Adverb
cultureless	abstract	1.62	3.0	Adjective
cunningly	abstract	1.70	11.0	Adverb
curative	abstract	1.70	11.0	Adjective
cureless	abstract	2.00	1.0	Adjective
curiosity	abstract	1.61	435.0	Noun
curious	abstract	1.75	1337.0	Adjective
curiously	abstract	1.57	35.0	Adverb
cursed	abstract	1.96	377.0	Verb
cursedly	abstract	1.70	0.0	#N/A
customarily	abstract	1.58	3.0	Adverb
customary	abstract	1.85	111.0	Adjective
cuttingly	abstract	1.81	0.0	#N/A
cynical	abstract	1.64	187.0	Adjective
cynically	abstract	1.53	6.0	Adverb
cynicism	abstract	1.78	46.0	Noun
daintiness	abstract	1.92	3.0	Noun
damn	abstract	2.00	14460.0	Adjective
damnable	abstract	1.88	15.0	Adjective
damnably	abstract	1.60	3.0	Adverb
damnation	abstract	1.56	67.0	Noun
damned	abstract	1.80	898.0	Verb
damningly	abstract	2.00	0.0	#N/A
dandily	abstract	1.82	0.0	#N/A
daresay	abstract	1.93	25.0	Verb
daring	abstract	1.71	214.0	Adjective
daringly	abstract	1.80	3.0	Adverb
dashingly	abstract	1.92	1.0	Adverb
dastardly	abstract	1.67	18.0	Adjective
daunt	abstract	1.83	2.0	Verb
dazedness	abstract	1.93	0.0	#N/A
deafly	abstract	1.92	0.0	#N/A
dearly	abstract	1.60	249.0	Adverb
dearness	abstract	1.52	0.0	#N/A
deathless	abstract	2.00	0.0	#N/A
deathly	abstract	2.00	28.0	Adjective
debilitating	abstract	1.97	29.0	Adjective
debtless	abstract	2.00	0.0	#N/A
debut	abstract	1.83	132.0	Noun
decadency	abstract	1.69	0.0	#N/A
deceitfully	abstract	1.39	4.0	Adverb
deceive	abstract	1.68	174.0	Verb
decency	abstract	2.00	236.0	Noun
decently	abstract	1.66	21.0	Adverb
deception	abstract	1.86	160.0	Noun
deceptive	abstract	1.78	26.0	Adjective
deceptively	abstract	1.52	4.0	Adverb
decidable	abstract	1.69	0.0	#N/A
decide	abstract	1.92	2571.0	Verb
decided	abstract	1.83	4521.0	Verb
decidedly	abstract	1.62	38.0	Adverb
declaratory	abstract	1.92	4.0	Adjective
declare	abstract	2.00	386.0	Verb
dedicated	abstract	1.76	416.0	Verb
deduce	abstract	1.61	29.0	Verb
deductive	abstract	1.33	18.0	Adjective
deeply	abstract	2.00	736.0	Adverb
defamatory	abstract	1.44	3.0	Adjective
defame	abstract	1.81	1.0	Verb
default	abstract	2.00	51.0	Noun
defeatism	abstract	1.75	3.0	Noun
defer	abstract	1.92	30.0	Verb
deference	abstract	1.92	19.0	Noun
deferred	abstract	2.00	12.0	Verb
deficient	abstract	1.89	28.0	Adjective
definable	abstract	1.88	0.0	#N/A
definably	abstract	1.81	0.0	#N/A
definitely	abstract	1.74	3848.0	Adverb
definitive	abstract	1.83	99.0	Adjective
definitively	abstract	1.97	23.0	Adverb
defraud	abstract	1.82	19.0	Verb
defray	abstract	1.84	4.0	Verb
deftly	abstract	1.96	8.0	Adverb
defy	abstract	1.86	158.0	Verb
degeneracy	abstract	1.33	3.0	Noun
degrade	abstract	1.64	34.0	Verb
dehumanization	abstract	1.59	5.0	Noun
deign	abstract	1.64	16.0	Verb
deject	abstract	1.73	1.0	Noun
dejected	abstract	1.89	11.0	Adjective
dejection	abstract	1.87	0.0	#N/A
delaying	abstract	2.00	32.0	Verb
deliberate	abstract	1.78	145.0	Adjective
delicately	abstract	1.44	48.0	Adverb
delightfully	abstract	1.96	28.0	Adverb
delineate	abstract	1.72	1.0	Verb
deliriously	abstract	1.83	17.0	Adverb
delirium	abstract	1.97	36.0	Noun
deluding	abstract	1.81	10.0	Verb
delusional	abstract	1.68	142.0	Adjective
demean	abstract	2.00	18.0	Verb
demeaning	abstract	1.85	44.0	Adjective
demented	abstract	1.69	91.0	Adjective
democracy	abstract	1.78	337.0	Noun
democratic	abstract	1.74	181.0	Adjective
democratically	abstract	1.92	6.0	Adverb
demonical	abstract	1.54	0.0	#N/A
demonize	abstract	1.89	6.0	Verb
demonstrably	abstract	2.00	2.0	Adverb
demoralize	abstract	1.86	3.0	Verb
demotivate	abstract	1.62	2.0	#N/A
demystify	abstract	1.56	3.0	Verb
deniability	abstract	1.69	29.0	Noun
deniable	abstract	1.46	8.0	Adjective
denounce	abstract	1.83	44.0	Verb
departmental	abstract	1.90	42.0	Adjective
depend	abstract	1.89	504.0	Verb
dependability	abstract	1.97	4.0	Noun
dependable	abstract	1.86	85.0	Adjective
dependency	abstract	1.93	26.0	Noun
depending	abstract	1.81	306.0	Preposition
depictive	abstract	1.93	0.0	#N/A
depletive	abstract	1.74	0.0	#N/A
deplorable	abstract	1.78	47.0	Adjective
deplore	abstract	1.93	12.0	Verb
deplored	abstract	1.97	0.0	#N/A
deprave	abstract	1.64	3.0	Verb
depraved	abstract	1.81	65.0	Adjective
depreciate	abstract	1.89	8.0	Verb
depreciation	abstract	2.00	18.0	Noun
depressed	abstract	1.93	830.0	Adjective
depressing	abstract	1.79	324.0	Adjective
depressingly	abstract	1.90	4.0	Adverb
deprivation	abstract	1.96	40.0	Noun
derange	abstract	1.96	0.0	#N/A
deregulation	abstract	2.00	3.0	Noun
derisive	abstract	1.48	2.0	Adjective
derivable	abstract	1.92	0.0	#N/A
derivation	abstract	1.86	13.0	Noun
derivative	abstract	1.93	39.0	Noun
derive	abstract	2.00	35.0	Verb
derived	abstract	2.00	53.0	Verb
desegregation	abstract	2.00	2.0	Noun
desensitize	abstract	1.89	4.0	Verb
desertion	abstract	1.93	38.0	Noun
deserve	abstract	1.69	2230.0	Verb
deserved	abstract	1.38	513.0	Verb
deservedly	abstract	1.56	6.0	Adverb
deserving	abstract	1.62	50.0	Adjective
deservingly	abstract	1.70	2.0	Adverb
designation	abstract	1.85	11.0	Noun
desirability	abstract	1.89	5.0	Noun
desirable	abstract	1.92	99.0	Adjective
desirably	abstract	1.54	0.0	#N/A
desire	abstract	1.70	1034.0	Noun
desired	abstract	1.93	115.0	Verb
desirous	abstract	1.50	12.0	Adjective
desperate	abstract	1.73	1310.0	Adjective
desperately	abstract	1.96	297.0	Adverb
desperation	abstract	1.90	154.0	Noun
despicable	abstract	1.43	107.0	Adjective
despiser	abstract	1.83	0.0	#N/A
despond	abstract	1.60	1.0	Name
despondency	abstract	1.41	3.0	Noun
destiny	abstract	1.67	1175.0	Noun
determination	abstract	1.70	142.0	Noun
determined	abstract	1.79	671.0	Verb
determinist	abstract	1.71	2.0	Noun
detestable	abstract	2.00	10.0	Adjective
detoxify	abstract	1.84	3.0	Verb
detract	abstract	1.73	7.0	Verb
detriment	abstract	1.77	26.0	Noun
devastatingly	abstract	1.71	9.0	Adverb
develop	abstract	1.87	490.0	Verb
deviancy	abstract	1.46	2.0	Noun
devilish	abstract	1.82	26.0	Adjective
devilishly	abstract	1.72	12.0	Adverb
deviously	abstract	1.50	1.0	Adverb
deviousness	abstract	1.46	2.0	Noun
devise	abstract	2.00	32.0	Verb
devoid	abstract	1.85	36.0	Adjective
devote	abstract	2.00	100.0	Verb
devoted	abstract	1.88	409.0	Adjective
devoutly	abstract	1.55	7.0	Adverb
diabolic	abstract	1.86	4.0	Adjective
diabolical	abstract	1.50	55.0	Adjective
diabolically	abstract	1.66	3.0	Adverb
diabolism	abstract	1.83	1.0	Noun
diagnose	abstract	1.92	53.0	Verb
dicey	abstract	1.90	31.0	Noun
differ	abstract	1.59	124.0	Verb
different	abstract	1.97	10686.0	Adjective
differentiate	abstract	1.54	17.0	Verb
differently	abstract	1.87	498.0	Adverb
differing	abstract	1.93	10.0	Adjective
difficulty	abstract	1.90	285.0	Noun
diffusely	abstract	1.50	0.0	#N/A
diffusive	abstract	1.52	1.0	Adjective
dignified	abstract	1.57	137.0	Adjective
dignify	abstract	1.71	30.0	Verb
digress	abstract	2.00	12.0	Verb
digression	abstract	1.81	3.0	Noun
dilemma	abstract	2.00	133.0	Noun
diligence	abstract	1.97	39.0	Noun
diligent	abstract	1.69	40.0	Adjective
diligently	abstract	1.77	18.0	Adverb
dimensionally	abstract	1.50	3.0	Adverb
dimwitted	abstract	1.88	12.0	Verb
diplomatic	abstract	1.86	256.0	Adjective
diplomatically	abstract	1.74	6.0	Adverb
dire	abstract	1.80	112.0	Adjective
directionality	abstract	1.83	6.0	Noun
directionless	abstract	1.65	4.0	Name
direful	abstract	1.73	0.0	#N/A
direfully	abstract	1.73	0.0	#N/A
direness	abstract	1.81	1.0	Noun
disaccord	abstract	1.96	0.0	#N/A
disadvantage	abstract	1.96	57.0	Noun
disadvantaged	abstract	1.85	17.0	Adjective
disaffected	abstract	1.74	7.0	Adjective
disagreeable	abstract	1.90	49.0	Adjective
disappoint	abstract	1.89	431.0	Verb
disappointed	abstract	1.92	1124.0	Adjective
disappointing	abstract	1.81	175.0	Adjective
disappointment	abstract	1.93	277.0	Noun
disapprove	abstract	1.89	58.0	Verb
disapprovingly	abstract	2.00	2.0	Adverb
disarming	abstract	1.83	26.0	Verb
disassociate	abstract	1.81	7.0	Verb
disbelief	abstract	1.89	25.0	Noun
discern	abstract	1.96	17.0	Verb
discernable	abstract	1.69	2.0	Adjective
discerner	abstract	1.88	0.0	#N/A
discernible	abstract	1.78	9.0	Adjective
discerning	abstract	1.46	30.0	Adjective
discernment	abstract	1.57	2.0	Noun
disciplinary	abstract	2.00	82.0	Adjective
disciplined	abstract	1.58	88.0	Adjective
disclosed	abstract	1.76	41.0	Verb
disconcerting	abstract	1.52	27.0	Adjective
discontent	abstract	1.93	46.0	Noun
discontented	abstract	2.00	6.0	Adjective
discordance	abstract	1.46	4.0	Noun
discourage	abstract	1.90	68.0	Verb
discouragement	abstract	1.93	4.0	Noun
discouraging	abstract	1.83	41.0	Adjective
discourteous	abstract	1.83	12.0	Adjective
discourteously	abstract	1.86	2.0	Name
discourtesy	abstract	1.96	6.0	Noun
discretely	abstract	1.59	2.0	Adverb
discretion	abstract	1.60	187.0	Noun
discretionary	abstract	1.85	21.0	Adjective
discriminating	abstract	1.54	25.0	Adjective
discriminatory	abstract	1.75	8.0	Adjective
disdain	abstract	1.83	27.0	Noun
disenchanted	abstract	1.41	6.0	Adjective
disenchantment	abstract	1.55	4.0	Noun
disenfranchised	abstract	1.62	18.0	Adjective
disfavor	abstract	1.96	3.0	Noun
disgraceful	abstract	1.93	93.0	Adjective
disgracefully	abstract	1.70	7.0	Adverb
disgruntled	abstract	1.40	53.0	Adjective
disheartening	abstract	1.85	4.0	Noun
dishonest	abstract	1.89	132.0	Adjective
dishonesty	abstract	1.90	29.0	Noun
dishonor	abstract	1.72	61.0	Noun
dishonorable	abstract	1.92	32.0	Adjective
dishonorably	abstract	1.44	9.0	Adverb
disillusion	abstract	1.43	12.0	Verb
disillusioned	abstract	1.79	29.0	Verb
disillusionment	abstract	1.68	14.0	Noun
disinclination	abstract	1.65	2.0	Noun
disinclined	abstract	1.68	3.0	Adjective
disinformation	abstract	1.87	12.0	Noun
disingenuous	abstract	1.62	7.0	Adjective
disinherit	abstract	1.71	14.0	Verb
disinterested	abstract	1.85	18.0	Adjective
dislike	abstract	1.70	200.0	Verb
disloyal	abstract	1.64	49.0	Adjective
disloyalty	abstract	1.50	23.0	Noun
dismally	abstract	1.77	0.0	#N/A
dismayed	abstract	1.52	22.0	Adjective
dismissal	abstract	2.00	57.0	Noun
dismissively	abstract	1.73	2.0	Adverb
disown	abstract	1.56	21.0	Verb
disparage	abstract	1.83	44.0	Verb
disparaging	abstract	1.85	16.0	Adjective
disparagingly	abstract	1.73	2.0	Adverb
disparate	abstract	1.86	7.0	Adjective
disparity	abstract	1.78	10.0	Noun
dispassion	abstract	1.59	3.0	Noun
dispassionate	abstract	1.78	7.0	Adjective
dispassionately	abstract	1.93	5.0	Adverb
dispensation	abstract	2.00	18.0	Noun
displease	abstract	1.71	22.0	Verb
displeasing	abstract	1.86	6.0	Verb
displeasure	abstract	1.85	34.0	Noun
dispositional	abstract	1.88	2.0	Adjective
disproportionate	abstract	1.87	13.0	Adjective
disproven	abstract	1.87	3.0	Verb
disqualification	abstract	1.89	18.0	Noun
disquieting	abstract	1.75	6.0	Adjective
disregard	abstract	1.90	179.0	Verb
disreputable	abstract	2.00	8.0	Adjective
disrepute	abstract	1.65	7.0	Noun
disrespect	abstract	1.93	267.0	Noun
disrespectful	abstract	1.87	105.0	Adjective
disrespectfully	abstract	1.67	9.0	Adverb
disruptive	abstract	1.81	22.0	Adjective
dissatisfaction	abstract	1.96	14.0	Noun
dissemination	abstract	1.92	3.0	Noun
dissenting	abstract	1.50	10.0	Adjective
disservice	abstract	1.77	18.0	Noun
dissimilar	abstract	2.00	13.0	Adjective
dissociate	abstract	1.62	2.0	Verb
dissociation	abstract	1.96	2.0	Noun
dissociative	abstract	1.71	29.0	Adjective
dissolute	abstract	1.91	4.0	Adjective
dissolution	abstract	1.82	5.0	Noun
dissonance	abstract	1.74	3.0	Noun
distasteful	abstract	1.83	60.0	Adjective
distinctive	abstract	1.61	79.0	Adjective
distinctly	abstract	1.93	96.0	Adverb
distinguishing	abstract	1.75	28.0	Adjective
distressing	abstract	1.89	42.0	Adjective
distressingly	abstract	1.50	3.0	Adverb
distrust	abstract	1.44	38.0	Verb
distrustful	abstract	1.55	5.0	Adjective
disturbed	abstract	1.89	503.0	Verb
disturbingly	abstract	1.85	10.0	Adverb
disunion	abstract	1.92	0.0	#N/A
ditsy	abstract	1.78	3.0	Adjective
diversely	abstract	1.93	0.0	#N/A
diversification	abstract	1.89	7.0	Noun
diversify	abstract	1.97	15.0	Verb
diversionary	abstract	1.82	25.0	Adjective
divinable	abstract	1.72	0.0	#N/A
divination	abstract	1.85	5.0	Noun
divine	abstract	1.44	594.0	Adjective
divinely	abstract	1.52	33.0	Adverb
divining	abstract	2.00	8.0	Adjective
divinity	abstract	1.90	43.0	Noun
docility	abstract	1.48	1.0	Noun
doctorial	abstract	1.85	0.0	#N/A
doggedly	abstract	1.93	3.0	Adverb
doggish	abstract	1.96	0.0	#N/A
doggone	abstract	1.80	148.0	Interjection
dogma	abstract	1.79	13.0	Noun
dogmatic	abstract	1.89	10.0	Adjective
dogmatism	abstract	1.89	0.0	#N/A
dolefully	abstract	1.69	0.0	#N/A
domestically	abstract	1.74	7.0	Adverb
dominancy	abstract	1.93	0.0	#N/A
dominant	abstract	1.66	82.0	Adjective
domineering	abstract	2.00	17.0	Verb
dominion	abstract	1.96	58.0	Noun
doom	abstract	1.50	286.0	Noun
doomed	abstract	1.88	415.0	Verb
doomful	abstract	1.96	0.0	#N/A
dormancy	abstract	1.76	1.0	Noun
doubtable	abstract	1.85	0.0	#N/A
doubtful	abstract	1.73	83.0	Adjective
doubtless	abstract	1.81	21.0	Adverb
doubtlessly	abstract	1.56	2.0	Adverb
downright	abstract	1.72	121.0	Adverb
downside	abstract	2.00	66.0	Noun
downtime	abstract	1.93	22.0	Noun
dozily	abstract	1.82	0.0	#N/A
dramatically	abstract	1.59	47.0	Adverb
drastic	abstract	1.58	128.0	Adjective
drastically	abstract	1.78	16.0	Adverb
dread	abstract	1.86	128.0	Noun
dreadfully	abstract	1.63	65.0	Adverb
dreamful	abstract	1.77	0.0	#N/A
dreamily	abstract	1.62	2.0	Adverb
dreamland	abstract	1.73	23.0	Noun
dreamless	abstract	2.00	6.0	Adjective
drearily	abstract	1.79	0.0	#N/A
drollness	abstract	2.00	0.0	#N/A
droningly	abstract	1.91	0.0	#N/A
dualistic	abstract	2.00	2.0	Adjective
duality	abstract	1.93	14.0	Noun
dubious	abstract	1.52	73.0	Adjective
dubiously	abstract	1.68	1.0	Adverb
duh	abstract	1.57	203.0	Noun
duly	abstract	1.68	69.0	Adverb
dumbfound	abstract	1.79	3.0	Verb
dumbness	abstract	1.68	7.0	Noun
dumfound	abstract	1.73	0.0	#N/A
dumpily	abstract	1.79	0.0	#N/A
duplicitous	abstract	1.38	10.0	Adjective
dutiful	abstract	1.82	15.0	Adjective
dutifully	abstract	1.45	5.0	Adverb
dynamics	abstract	1.96	43.0	Noun
dysfunction	abstract	1.88	61.0	Noun
dysfunctional	abstract	1.93	78.0	Adjective
dystopia	abstract	1.92	1.0	Noun
eager	abstract	1.93	350.0	Adjective
eagerly	abstract	1.60	33.0	Adverb
eagerness	abstract	1.69	13.0	Noun
earful	abstract	1.96	22.0	Noun
earnestly	abstract	1.70	11.0	Adverb
earnestness	abstract	1.66	3.0	Noun
easeful	abstract	1.93	2.0	Adjective
easefully	abstract	1.68	0.0	#N/A
easier	abstract	1.62	2012.0	Adjective
easily	abstract	1.80	1151.0	Adverb
easygoing	abstract	1.59	22.0	Adjective
eccentric	abstract	1.81	179.0	Adjective
eccentrically	abstract	1.78	2.0	Adverb
eccentricity	abstract	1.84	10.0	Noun
economics	abstract	1.77	126.0	Noun
economize	abstract	1.82	12.0	Verb
edgy	abstract	1.87	116.0	Adjective
edification	abstract	1.79	15.0	Noun
eerie	abstract	1.63	89.0	Adjective
eerily	abstract	1.85	10.0	Adverb
eeriness	abstract	2.00	0.0	#N/A
effect	abstract	1.80	1219.0	Noun
effectual	abstract	1.74	3.0	Adjective
efficient	abstract	1.82	253.0	Adjective
efficiently	abstract	1.78	33.0	Adverb
effortful	abstract	1.89	0.0	#N/A
effortless	abstract	1.96	21.0	Adjective
effortlessly	abstract	1.97	10.0	Adverb
ego	abstract	1.74	382.0	Noun
egoism	abstract	1.48	2.0	Noun
egoistic	abstract	1.72	1.0	Adjective
egomania	abstract	1.52	2.0	Noun
egomaniacal	abstract	1.70	9.0	Adjective
egotism	abstract	1.90	8.0	Noun
egotistic	abstract	1.90	2.0	Adjective
egotistical	abstract	1.76	35.0	Adjective
elatedly	abstract	1.96	0.0	#N/A
elegancy	abstract	1.92	0.0	#N/A
elfishly	abstract	1.76	0.0	#N/A
elicit	abstract	1.73	25.0	Verb
eligibility	abstract	1.88	13.0	Noun
eligibly	abstract	1.77	0.0	#N/A
